stop_id,cluster_id
130060,130090
130198,130090
130088,130090
130122,130090
130178,130090
130120,130090
130180,130090
130050,130090
130214,130090
212219,130090
130092,130090
908437,908437
901155,908437
901066,908437
908692,908437
900766,908437
900969,908437
900767,908437
900952,908437
902811,908437
117131,908437
900859,908437
908958,908958
212937,908958
212938,908958
101156,908958
212939,908958
213083,908958
901263,908958
908959,908958
212229,908958
901262,908958
134088,134088
212063,134088
212062,134088
213512,134088
140008,140008
140078,140008
140024,140008
140076,140008
140184,140008
140166,140008
140168,140008
210895,140008
140164,140008
140006,140008
126142,140008
140004,140008
140002,140008
165056,165056
211953,165056
211006,165056
165038,165056
165081,165056
165055,165056
165057,165056
165079,165056
210193,165056
901560,901560
901492,901560
901839,901560
901842,901560
211669,901560
901493,901560
901726,901560
901841,901560
901561,901560
901604,901560
901953,901560
901952,901560
901950,901560
145114,145114
145004,145114
145058,145114
145060,145114
145056,145114
145334,145114
145030,145114
145028,145114
145022,145114
145024,145114
145026,145114
145076,145114
145080,145114
145086,145114
145112,145114
145314,145114
212819,145114
131020,131020
211303,131020
211610,131020
131062,131020
131022,131020
211304,131020
131010,131020
211302,131020
772466,131020
210130,131020
210133,131020
211900,131020
905047,905047
904412,905047
905050,905047
904510,905047
905006,905047
905048,905047
905007,905047
904413,905047
904299,905047
904513,905047
904300,905047
904316,905047
900943,905047
904314,905047
904315,905047
901391,905047
905128,905047
211491,905047
905129,905047
903401,905047
903402,905047
904636,905047
904301,905047
905130,905047
213028,905047
903252,905047
121010,121010
121096,121010
145014,121010
121040,121010
121128,121010
121094,121010
121126,121010
121036,121010
121012,121010
908566,908566
904323,908566
908567,908566
213001,908566
212996,908566
212998,908566
212997,908566
212999,908566
905149,908566
905148,908566
904371,908566
212995,908566
903358,903358
903335,903358
903385,903358
903388,903358
903334,903358
903357,903358
903384,903358
211482,211482
210346,210346
132132,210346
210324,210346
133012,210346
132134,210346
133044,210346
133038,210346
212978,210346
133130,210346
212960,210346
211697,210346
133018,210346
211710,211710
211503,211710
906039,211710
121011,211710
906037,211710
211925,211710
211229,211710
211924,211710
213266,211710
903919,211710
121013,211710
903059,211710
122372,122372
122054,122372
122120,122372
122200,122372
122380,122372
906875,122372
122060,122372
122066,122372
122005,122372
122198,122372
122056,122372
122202,122372
122374,122372
122376,122372
122382,122372
122062,122372
213358,122372
122003,122372
122204,122372
122052,122372
122028,122372
158309,158309
158392,158309
158378,158309
158404,158309
158246,158309
158248,158309
148016,158309
158178,158309
158308,158309
158306,158309
158172,158309
158420,158309
212011,158309
158422,158309
147054,158309
158180,158309
158102,158309
212012,158309
147050,158309
148014,158309
147056,158309
906284,906284
906282,906284
902692,906284
906298,906284
903142,906284
902930,906284
906283,906284
902645,906284
902651,906284
902695,906284
902931,906284
144950,144950
144098,144950
144040,144950
144034,144950
144002,144950
144136,144950
211512,144950
144006,144950
144008,144950
144010,144950
144012,144950
144038,144950
144138,144950
144036,144950
902452,902452
902453,902452
902454,902452
902550,902452
902551,902452
902575,902452
902576,902452
213102,902452
902451,902452
902577,902452
900453,902452
904512,904512
904415,904512
213566,904512
904302,904512
904307,904512
900856,904512
904308,904512
904527,904512
904409,904512
904528,904512
904410,904512
906042,906042
906043,906042
906044,906042
121015,906042
903920,906042
903835,906042
121017,906042
903921,906042
184036,184036
184014,184036
184106,184036
900115,184036
184056,184036
184034,184036
184038,184036
184032,184036
184042,184036
122014,122014
122010,122014
122384,122014
122064,122014
122011,122014
122065,122014
903425,903425
903452,903425
903422,903425
903424,903425
903426,903425
903451,903425
903249,903425
903250,903425
211914,903425
211904,903425
900939,903425
903251,903425
903269,903425
903274,903425
903581,903581
903992,903581
906032,903581
212890,903581
903582,903581
903702,903581
903703,903581
903579,903581
900175,900175
900201,900175
903322,900175
900221,900175
900223,900175
900224,900175
900239,900175
900174,900175
900149,900175
900150,900175
903321,900175
100086,900175
113080,900175
113084,900175
113016,900175
900220,900175
113032,900175
113102,900175
900222,900175
113104,900175
908476,908476
105302,908476
904760,908476
904761,908476
904762,908476
904808,908476
904812,908476
904813,908476
904322,908476
908699,908476
904464,908476
904815,908476
904555,908476
904557,908476
151060,151060
212891,151060
212892,151060
210392,210392
213593,210392
210391,210392
122050,122050
122088,122050
122410,122050
122032,122050
122048,122050
122072,122050
122044,122050
122084,122050
122086,122050
211898,211898
131058,211898
131144,211898
131143,211898
131005,211898
131056,211898
131094,211898
211887,211898
131096,211898
211897,211898
211670,211670
211074,211670
211075,211670
176110,211670
211082,211670
176112,211670
176200,211670
212332,211670
212338,211670
176108,211670
211076,211670
107346,107346
212907,107346
107308,107346
107296,107346
212843,107346
107232,107346
900715,107346
107230,107346
904448,107346
900718,107346
900716,107346
107234,107346
107294,107346
107270,107346
107236,107346
210960,107346
107272,107346
107238,107346
901215,107346
176090,176090
211077,176090
176096,176090
176098,176090
176100,176090
176104,176090
176106,176090
176094,176090
210750,210750
210753,210750
210751,210750
210752,210750
901608,901608
901735,901608
902332,901608
901609,901608
906329,901608
901734,901608
901663,901608
901607,901608
905154,905154
213604,905154
213605,905154
905153,905154
213369,905154
905155,905154
904889,905154
213370,905154
904888,905154
213501,905154
904961,905154
213371,905154
904340,905154
904341,905154
904887,905154
212115,212115
212104,212115
212105,212115
212438,212115
212372,212115
212097,212115
212114,212115
212098,212115
165052,165052
165044,165052
165046,165052
165050,165052
903818,903818
903881,903818
903671,903818
903880,903818
903631,903818
904009,903818
904013,903818
904068,903818
904012,903818
212439,212439
212236,212236
158374,158374
158372,158374
158002,158374
211921,158374
158054,158374
147004,158374
147006,158374
212821,158374
213270,158374
147008,158374
158052,158374
158364,158374
158366,158374
901895,901895
902112,901895
902435,901895
902436,901895
902437,901895
901995,901895
902444,901895
902445,901895
901894,901895
130084,130084
153022,130084
153020,130084
130080,130084
130100,130084
130102,130084
212064,130084
212110,212110
212116,212110
212108,212110
212367,212110
212368,212110
212111,212110
212109,212110
212100,212100
212095,212100
212094,212100
212101,212100
901796,901796
901724,901796
901730,901796
902218,901796
901797,901796
901843,901796
901798,901796
902060,901796
165075,165075
165061,165075
165076,165075
165078,165075
165032,165075
165034,165075
132116,132116
132010,132116
132008,132116
132052,132116
132054,132116
132050,132116
900612,900612
900590,900612
900589,900612
213584,900612
900586,900612
213581,900612
900587,900612
213583,900612
900610,900612
900611,900612
900613,900612
900588,900612
900585,900612
900004,900612
213582,900612
146110,146110
146112,146110
146114,146110
146096,146110
146098,146110
146100,146110
146102,146110
146398,146110
146094,146110
146092,146110
146108,146110
905855,905855
770830,905855
903718,905855
903730,905855
211909,905855
905856,905855
212230,905855
903783,905855
903731,905855
213087,905855
903784,905855
213114,905855
213088,905855
903839,905855
903810,905855
900861,900861
903406,900861
903407,900861
109020,109020
211329,109020
211330,109020
906402,109020
109032,109020
903276,109020
212168,212168
212743,212168
212795,212168
212166,212168
212170,212168
212216,212168
212167,212168
176048,176048
176006,176048
176234,176048
213438,176048
176046,176048
213442,176048
176004,176048
133029,133029
133014,133029
133016,133029
133028,133029
133136,133029
213026,133029
133015,133029
133162,133029
210322,133029
210323,133029
211580,211580
210039,211580
210038,211580
211586,211580
903710,211580
904018,211580
159014,159014
159012,159014
159010,159014
159016,159014
176152,176152
176088,176152
212634,176152
176196,176152
176058,176152
176198,176152
176220,176152
176128,176152
176216,176152
176169,176152
158310,158310
158188,158310
158186,158310
137034,158310
137036,158310
137038,158310
158312,158310
148088,158310
158184,158310
137040,158310
158322,158310
158182,158310
158320,158310
134001,134001
133099,134001
133083,134001
133085,134001
903506,903506
905847,903506
904179,903506
905565,903506
904190,903506
905794,903506
903820,903506
903821,903506
905799,903506
904224,903506
904093,903506
904094,903506
903060,903506
906034,903506
905792,903506
903505,903506
211483,903506
905793,903506
114106,114106
101460,114106
101104,114106
101110,114106
114114,114106
101108,114106
114112,114106
114110,114106
114116,114106
102110,114106
102112,114106
102224,114106
115138,114106
115034,114106
115036,114106
210501,210501
144020,210501
144022,210501
145326,210501
210500,210501
211267,210501
145320,210501
145002,210501
906088,906088
212858,906088
212839,906088
211249,906088
903918,906088
211489,906088
906162,906162
906126,906162
905322,906162
906124,906162
905321,906162
905324,906162
906246,906162
906247,906162
905323,906162
905197,906162
145068,145068
145074,145068
212628,145068
145072,145068
145070,145068
145064,145068
145066,145068
130096,130096
130052,130096
130054,130096
130094,130096
130070,130096
130072,130096
130098,130096
129180,130096
129230,130096
210746,210746
211110,210746
211109,210746
210747,210746
210745,210746
900349,900349
900394,900349
900375,900349
900379,900349
213271,900349
900351,900349
900624,900349
900378,900349
210936,900349
107174,107174
107122,107174
107172,107174
107118,107174
107120,107174
106228,107174
106448,107174
107176,107174
905928,905928
905927,905928
905524,905928
905760,905928
905523,905928
900684,900684
903413,900684
903414,900684
900810,900684
900779,900684
901105,900684
901017,900684
901016,900684
900831,900684
213126,900684
213127,900684
901404,900684
903412,900684
901367,900684
900975,900684
901274,900684
901209,900684
210814,900684
903598,900684
120032,120032
213379,120032
120080,120032
120034,120032
120086,120032
120088,120032
120036,120032
120030,120032
120084,120032
120038,120032
120248,120032
120035,120032
120246,120032
212103,212103
212092,212103
212341,212103
212343,212103
212342,212103
212344,212103
902327,902327
902110,902327
902111,902327
902219,902327
903836,902327
121021,902327
902220,902327
901613,902327
121019,902327
131133,131133
131130,131133
131154,131133
131002,131133
176157,176157
176064,176157
176062,176157
211973,176157
176082,176157
176156,176157
176066,176157
176068,176157
176078,176157
176080,176157
176154,176157
211599,176157
137056,137056
137052,137056
137054,137056
137008,137056
137006,137056
137082,137056
124050,137056
124052,137056
124068,137056
124070,137056
902264,902264
902155,902264
901538,902264
211213,902264
905693,902264
905257,902264
905258,902264
905259,902264
905457,902264
111008,111008
111010,111008
111012,111008
111034,111008
111036,111008
111032,111008
903503,903503
903507,903503
903504,903503
904189,903503
211560,903503
904225,903503
900892,900892
900894,900892
901304,900892
903370,900892
903371,900892
903312,900892
903289,900892
901298,900892
900983,900892
901297,900892
903344,900892
903313,900892
900984,900892
130112,130112
130140,130112
130164,130112
130212,130112
130110,130112
130114,130112
130184,130112
130218,130112
130134,130112
130136,130112
130226,130112
130186,130112
130166,130112
130168,130112
130185,130112
130187,130112
133095,133095
133142,133095
133091,133095
133124,133095
133126,133095
133146,133095
905796,905796
905797,905796
903908,905796
904004,905796
904005,905796
904007,905796
905801,905796
903823,905796
900079,900079
900122,900079
900121,900079
212099,212099
212096,212099
134003,134003
133144,134003
133150,134003
133081,134003
133032,134003
133048,134003
903078,903078
902967,903078
902965,903078
210484,903078
902923,903078
902924,903078
902926,903078
903080,903078
902722,903078
902628,903078
903290,903290
903346,903290
902745,902745
211687,902745
902744,902745
906040,906040
903749,903749
905271,903749
905272,903749
906094,903749
903570,903749
903748,903749
902084,902084
902408,902084
902083,902084
901800,902084
901865,902084
108088,108088
108082,108088
108084,108088
108086,108088
108090,108088
108092,108088
190058,190058
900118,190058
190010,190058
190012,190058
190060,190058
210999,190058
211338,190058
906309,906309
906361,906309
902700,906309
902751,906309
902753,906309
906307,906309
906308,906309
212031,906309
902703,906309
902664,906309
906334,906309
212604,906309
906294,906309
906326,906309
117120,117120
117024,117120
117040,117120
117044,117120
117042,117120
104012,117120
117116,117120
117118,117120
117022,117120
104013,117120
117002,117120
901101,117120
903750,903750
905269,903750
905270,903750
906091,903750
906092,903750
906093,903750
210816,903750
903743,903750
903754,903750
211171,903750
903760,903750
211549,903750
211550,903750
903898,903750
105264,105264
106354,105264
106308,105264
105574,105264
105523,105264
106178,105264
900134,105264
105517,105264
106180,105264
211538,105264
105260,105264
211352,105264
772066,105264
106478,105264
211704,105264
900062,105264
902699,902699
906306,902699
906335,902699
902697,902699
906290,902699
902698,902699
902478,902478
903466,902478
902477,902478
901528,902478
903655,902478
901639,902478
211055,211055
211054,211055
211122,211055
211123,211055
901585,901585
902573,901585
902548,901585
901583,901585
902574,901585
902455,901585
902549,901585
901586,901585
901584,901585
153108,153108
153008,153108
153094,153108
211723,153108
153096,153108
153078,153108
153130,153108
154014,153108
153010,153108
900482,900482
900481,900482
900479,900482
900483,900482
901702,900482
901703,900482
900480,900482
900069,900069
191020,900069
191084,900069
211290,900069
191003,900069
191004,900069
191005,900069
213373,900069
213374,900069
213511,900069
213510,900069
166148,166148
166144,166148
165004,166148
213475,166148
213500,166148
165002,166148
210201,166148
210202,166148
166142,166148
146104,166148
146106,166148
901612,901612
901883,901612
901889,901612
901891,901612
901884,901612
902106,901612
902660,902660
211439,902660
902658,902660
211424,902660
906297,902660
902659,902660
182025,182025
212067,182025
212901,182025
182026,182025
182029,182025
149042,149042
159058,149042
159020,149042
159308,149042
159309,149042
158316,149042
159384,149042
211328,149042
149030,149042
211203,149042
149032,149042
901765,901765
900664,901765
902513,901765
901766,901765
900493,901765
900494,901765
901764,901765
901693,901765
901763,901765
900571,901765
900451,900451
900452,900451
900669,900451
900456,900451
900644,900451
900455,900451
900454,900451
121118,121118
213013,121118
121086,121118
121088,121118
121090,121118
121120,121118
121122,121118
121115,121118
121116,121118
121082,121118
121084,121118
108004,108004
213336,108004
108046,108004
108047,108004
108002,108004
108006,108004
108008,108004
108050,108004
108168,108004
213334,108004
211524,211524
904529,211524
904531,211524
904338,211524
904481,211524
213054,211524
905024,211524
904482,211524
904339,211524
904532,211524
904383,211524
904273,211524
904271,211524
904544,211524
904274,211524
904530,211524
904272,211524
905021,211524
904462,211524
904463,211524
904901,211524
904902,211524
904543,211524
905020,211524
904171,904171
903481,904171
903485,904171
903482,904171
903483,904171
904170,904171
212113,212113
212106,212113
212107,212113
212112,212113
148028,148028
211999,148028
148054,148028
211965,148028
148002,148028
147070,148028
147076,148028
147036,148028
147037,148028
147078,148028
148010,148028
210748,210748
211007,210748
211008,210748
210917,210748
210916,210748
210749,210748
905557,905557
905848,905557
905800,905557
905564,905557
134052,134052
211293,134052
134050,134052
134078,134052
134084,134052
905260,905260
905253,905260
905255,905260
905374,905260
905261,905260
906132,905260
905372,905260
905373,905260
905789,905789
905791,905789
901855,905789
901856,905789
905790,905789
905505,905789
901746,905789
905434,905789
901745,905789
905552,905789
212959,905789
905786,905789
905741,905789
901725,905789
903698,905789
903567,905789
900979,905789
109012,109012
109036,109012
109014,109012
109046,109012
109022,109012
901665,901665
901614,901665
211498,901665
211499,901665
212026,212026
903596,212026
905620,212026
905923,212026
905850,212026
905616,212026
905617,212026
213399,212026
905729,212026
213400,212026
184022,184022
184020,184022
184026,184022
184048,184022
184050,184022
184052,184022
106110,106110
106102,106110
106104,106110
106108,106110
106466,106110
106012,106110
106014,106110
106016,106110
106324,106110
106326,106110
106330,106110
106042,106110
106018,106110
106038,106110
106040,106110
106446,106110
106100,106110
106112,106110
106114,106110
106098,106110
153011,153011
153064,153011
153062,153011
153021,153011
153026,153011
212176,212176
212650,212176
212662,212176
212833,212176
212648,212176
212649,212176
212161,212176
212174,212176
212175,212176
212162,212176
905158,905158
904343,905158
905157,905158
900708,905158
904748,905158
904750,905158
900709,905158
900710,905158
904778,905158
904958,905158
904660,905158
900703,905158
904946,905158
904837,905158
901350,905158
904779,905158
137074,137074
137042,137074
148082,137074
137009,137074
137076,137074
137069,137074
137066,137074
137062,137074
137041,137074
210990,210990
902927,210990
902831,210990
902962,210990
901112,901112
901026,901112
901021,901112
901023,901112
901024,901112
901025,901112
901109,901112
901111,901112
182028,182028
182030,182028
182010,182028
902639,902639
906745,902639
211551,902639
902905,902639
900012,902639
210757,902639
902650,902639
902644,902639
902999,902999
902704,902999
902816,902999
902888,902999
154004,154004
153046,154004
153048,154004
154006,154004
154022,154004
154002,154004
154003,154004
145075,145075
145302,145075
145304,145075
128130,128130
128002,128130
128132,128130
128004,128130
128006,128130
128128,128130
128074,128074
128158,128074
128076,128074
128156,128074
902526,902526
901964,902526
901914,902526
900609,902526
901167,902526
900584,902526
902588,902526
901037,901037
213558,901037
213559,901037
213560,901037
213561,901037
900950,901037
903456,901037
903463,901037
903460,901037
903225,901037
903226,901037
900947,901037
900948,901037
900890,901037
900946,901037
901036,901037
903404,901037
903227,901037
903430,901037
903432,901037
903433,901037
903228,901037
903253,901037
900980,901037
901038,901037
901039,901037
213563,901037
901040,901037
213562,901037
901820,901820
901836,901820
901595,901820
901515,901820
901710,901820
901872,901820
901598,901820
901819,901820
901597,901820
901596,901820
901929,901820
901656,901820
901599,901820
901547,901820
902270,901820
902312,901820
901478,901820
211063,211063
211043,211063
211047,211063
211062,211063
211195,211063
211196,211063
902981,902981
902976,902981
902977,902981
903220,902981
901409,901409
904689,901409
904468,901409
901431,901409
211554,901409
904570,901409
904568,901409
904381,901409
125126,125126
125124,125126
125100,125126
125128,125126
125130,125126
125132,125126
125134,125126
125120,125126
125136,125126
125138,125126
125235,125126
138080,125126
125236,125126
125122,125126
138090,125126
138092,125126
125232,125126
138094,125126
124086,125126
213344,125126
138098,125126
113108,113108
100092,113108
100166,113108
113112,113108
113006,113108
113072,113108
113050,113108
100082,113108
100094,113108
905554,905554
901308,905554
904610,905554
905066,905554
211882,905554
211910,905554
904249,905554
904250,905554
901244,905554
901854,905554
904192,905554
904193,905554
905555,905554
904357,905554
904609,905554
905556,905554
905561,905554
905669,905554
900637,900637
900653,900637
900460,900637
900461,900637
900640,900637
900638,900637
900639,900637
900654,900637
904187,904187
903619,904187
904188,904187
903618,904187
122042,122042
122154,122042
122156,122042
122158,122042
122074,122042
122334,122042
122336,122042
122338,122042
122290,122042
122286,122042
122288,122042
122292,122042
122340,122042
122342,122042
122040,122042
122076,122042
122294,122042
122136,122136
122130,122136
122108,122136
122106,122136
122138,122136
122104,122136
122110,122136
122132,122136
122112,122136
122140,122136
122102,122136
122142,122136
122100,122136
211727,211727
903697,211727
901748,211727
905670,211727
905671,211727
901747,211727
905675,211727
903904,211727
904159,211727
903827,903827
904266,903827
905119,903827
904695,903827
904465,903827
904067,903827
903828,903827
210962,903827
904066,903827
211671,903827
124093,124093
124008,124093
124010,124093
124074,124093
124092,124093
124058,124093
124076,124093
124078,124093
124077,124093
124060,124093
124062,124093
124064,124093
120024,120024
212124,212124
212123,212124
212118,212124
212117,212124
905376,905376
905377,905376
159123,159123
159392,159123
159124,159123
159126,159123
902498,902498
902533,902498
902535,902498
900505,902498
902497,902498
900499,902498
902534,902498
900275,902498
900274,902498
212982,902498
900500,902498
900285,902498
902474,902498
900273,902498
900495,902498
212121,212121
212120,212121
212533,212121
212534,212121
212535,212121
212531,212121
212532,212121
212536,212121
212537,212121
212119,212121
212122,212121
210402,210402
115178,210402
115170,210402
115172,210402
115174,210402
115176,210402
115214,210402
115108,210402
115128,210402
115106,210402
115168,210402
115166,210402
115164,210402
115114,210402
115112,210402
115102,210402
211584,210402
115188,210402
115190,210402
115216,210402
211958,210402
115204,210402
115220,210402
115222,210402
115186,210402
211116,210402
211021,210402
211022,210402
211148,210402
906389,906389
197140,906389
906387,906389
906395,906389
906397,906389
901554,901554
901898,901554
902020,901554
902045,901554
902167,901554
902047,901554
213073,901554
902046,901554
901555,901554
901938,901554
213086,901554
902555,901554
901671,901554
901444,901554
901939,901554
900080,900080
900384,900080
900389,900080
213236,900080
212023,900080
905521,900080
212024,900080
184062,184062
184018,184062
212193,212193
213555,212193
213120,212193
212826,212193
213237,212193
213238,212193
904766,904766
904768,904766
904769,904766
904767,904766
904644,904766
213397,904766
904436,904766
904873,904766
904268,904766
904546,904766
904647,904766
904875,904766
901095,904766
904709,904766
904625,904766
904698,904766
904648,904766
213396,904766
904765,904766
211504,904766
905016,904766
211505,904766
904898,904766
904646,904766
900181,900181
122230,900181
122232,900181
122228,900181
900155,900181
900142,900181
902841,902841
902871,902841
902735,902841
902819,902841
902842,902841
903188,902841
903189,902841
153028,153028
211535,153028
153018,153028
153024,153028
210924,153028
153134,153028
153030,153028
153090,153028
153126,153028
153058,153028
153016,153028
153132,153028
153014,153028
211724,153028
153012,153028
904042,904042
904151,904042
904039,904042
902844,904042
903476,904042
900848,904042
903847,904042
213437,904042
904239,904042
904045,904042
210344,904042
904044,904042
904131,904042
904043,904042
904240,904042
903901,904042
904098,904042
904096,904042
900247,900247
900179,900247
900211,900247
900178,900247
900177,900247
900212,900247
900147,900247
900151,900247
106136,106136
129220,106136
129228,106136
129218,106136
106134,106136
106106,106136
129236,106136
210390,210390
210389,210390
144100,144100
144094,144100
144096,144100
144097,144100
144102,144100
144042,144100
905970,905970
211876,905970
906272,905970
906015,905970
906178,905970
212154,212154
212153,212154
212149,212154
212150,212154
211572,211572
901338,211572
210837,211572
900693,211572
213401,211572
901284,211572
211573,211572
213402,211572
211576,211572
213403,211572
210552,211572
213404,211572
210830,211572
903395,211572
903416,211572
210833,211572
210551,211572
900728,211572
900730,211572
901042,211572
904521,211572
901227,901227
900854,901227
903459,901227
903462,901227
900974,901227
901234,901227
103060,901227
903461,901227
901228,901227
900914,901227
901389,901227
120018,120018
120028,120018
120012,120018
120026,120018
136124,136124
136106,136124
136132,136124
900113,136124
136134,136124
136014,136124
136062,136124
136016,136124
136108,136124
136033,136124
136110,136124
770045,136124
906292,906292
902749,906292
906293,906292
901030,901030
903243,901030
901029,901030
901031,901030
903449,901030
903454,901030
901032,901030
900942,901030
211129,211129
211079,211129
211080,211129
211128,211129
211044,211129
211064,211129
902758,902758
901292,902758
901245,902758
903038,902758
903077,902758
905601,902758
903174,902758
903212,902758
906236,906236
905782,906236
906269,906236
906270,906236
905201,906236
906274,906236
906211,906236
906212,906236
213293,906236
