orig-block,dest-block,Count
121596,126060,1.0
121596,128417,1.0
121596,128671,1.0
121596,129722,1.0
121596,132113,1.0
121596,132537,1.0
121596,133236,1.0
121596,133345,1.0
121596,147963,1.0
121596,148241,1.0
121596,148859,1.0
121596,152400,1.0
121612,50716,2.0
121612,53240,1.0
121612,56104,1.0
121612,57022,1.0
121612,59075,1.0
121612,61917,1.0
121612,62148,1.0
121612,62629,1.0
121612,63222,1.0
121612,63506,1.0
121612,63552,1.0
121612,63765,1.0
121612,64199,1.0
121612,64490,1.0
121612,65168,1.0
121612,65360,1.0
121612,65741,1.0
121612,66078,1.0
121612,67350,1.0
121612,67843,1.0
121612,68614,1.0
121612,68917,1.0
121612,69698,1.0
121612,70074,4.0
121612,70244,1.0
121612,71139,1.0
121612,88623,1.0
121612,88644,1.0
121612,88648,5.0
121612,88742,1.0
121612,88767,1.0
121612,89202,1.0
121612,89451,1.0
121612,89776,1.0
121612,90218,3.0
121612,90336,1.0
121612,90479,1.0
121612,90623,2.0
121612,91474,1.0
121612,91703,1.0
121612,92193,2.0
121612,92443,1.0
121612,92804,1.0
121612,92808,1.0
121612,92949,1.0
121612,93106,1.0
121612,93391,1.0
121612,93445,2.0
121612,93504,1.0
121612,93506,1.0
121612,93525,1.0
121612,93889,1.0
121612,93992,3.0
121612,94180,1.0
121612,94618,1.0
121612,95448,1.0
121612,118318,1.0
121612,119802,1.0
121612,121484,1.0
121612,121520,2.0
121612,121584,1.0
121612,121590,1.0
121612,121612,6.0
121612,121660,1.0
121612,121720,1.0
121612,121800,1.0
121612,121978,3.0
121612,122018,1.0
121612,122105,1.0
121612,122178,2.0
121612,122184,2.0
121612,122190,1.0
121612,122225,1.0
121612,122606,1.0
121612,122612,1.0
121612,122673,4.0
121612,122688,1.0
121612,122887,1.0
121612,123239,1.0
121612,123381,1.0
121612,123446,2.0
121612,123513,1.0
121612,123777,1.0
121612,123891,1.0
121612,123894,1.0
121612,123898,4.0
121612,124067,2.0
121612,124068,1.0
121612,124100,1.0
121612,124132,1.0
121612,124159,1.0
121612,124210,1.0
121612,124310,1.0
121612,124314,3.0
121612,124499,1.0
121612,124653,1.0
121612,124724,1.0
121612,124824,1.0
121612,125130,1.0
121612,125136,2.0
121612,125341,1.0
121612,125394,1.0
121612,125770,2.0
121612,125801,1.0
121612,126050,2.0
121612,126060,1.0
121612,126141,1.0
121612,126163,2.0
121612,126261,1.0
121612,126395,1.0
121612,126479,3.0
121612,126480,2.0
121612,126485,1.0
121612,126502,1.0
121612,126517,1.0
121612,126606,1.0
121612,126628,1.0
121612,126904,1.0
121612,127028,1.0
121612,127032,1.0
121612,127040,1.0
121612,127042,1.0
121612,127047,4.0
121612,127097,5.0
121612,127412,1.0
121612,127696,3.0
121612,127711,1.0
121612,127940,2.0
121612,128092,1.0
121612,128256,1.0
121612,128259,2.0
121612,128264,6.0
121612,128268,2.0
121612,128417,1.0
121612,128493,1.0
121612,128539,1.0
121612,128631,1.0
121612,128802,1.0
121612,129066,1.0
121612,129103,1.0
121612,129346,2.0
121612,129383,1.0
121612,129505,1.0
121612,129607,2.0
121612,129708,1.0
121612,129763,1.0
121612,129772,1.0
121612,129887,1.0
121612,129980,1.0
121612,129982,1.0
121612,130303,2.0
121612,130404,1.0
121612,130501,1.0
121612,130573,1.0
121612,130581,2.0
121612,130662,1.0
121612,130834,1.0
121612,130887,1.0
121612,130954,1.0
121612,130981,3.0
121612,131136,1.0
121612,131137,2.0
121612,131365,1.0
121612,131397,1.0
121612,131668,1.0
121612,131672,1.0
121612,131825,1.0
121612,131847,1.0
121612,131854,1.0
121612,131895,2.0
121612,132100,1.0
121612,132101,1.0
121612,132113,1.0
121612,132205,1.0
121612,132504,1.0
121612,132556,1.0
121612,132557,1.0
121612,132647,1.0
121612,132691,2.0
121612,132913,1.0
121612,132924,2.0
121612,132931,1.0
121612,132954,1.0
121612,132966,1.0
121612,133023,1.0
121612,133205,1.0
121612,133236,2.0
121612,133242,1.0
121612,133345,1.0
121612,133478,1.0
121612,133551,1.0
121612,133706,1.0
121612,133708,1.0
121612,133718,1.0
121612,133865,1.0
121612,134024,1.0
121612,146432,1.0
121612,147709,1.0
121612,148027,1.0
121612,148910,1.0
121612,148955,1.0
121612,149128,1.0
121612,150233,1.0
121612,150981,1.0
121612,152538,1.0
121612,152970,1.0
121614,65112,1.0
121614,65684,1.0
121614,65868,1.0
121614,66035,1.0
121614,66689,1.0
121614,70541,1.0
121614,91697,1.0
121614,92397,1.0
121614,121520,1.0
121614,121590,1.0
121614,121959,1.0
121614,122404,1.0
121614,126051,1.0
121614,126059,1.0
121614,126479,1.0
121614,126519,1.0
121614,126879,1.0
121614,128817,1.0
121614,131567,1.0
121614,132289,1.0
121614,149864,1.0
121615,58083,1.0
121615,62311,1.0
121615,62867,1.0
121615,89232,1.0
121615,91426,1.0
121615,93992,1.0
121615,121523,1.0
121615,121969,1.0
121615,123381,1.0
121615,123615,1.0
121615,124592,1.0
121615,125802,1.0
121615,126804,1.0
121615,126921,1.0
121615,130951,1.0
121615,134150,1.0
121619,88431,1.0
121619,88911,1.0
121619,92193,1.0
121619,123614,1.0
121619,125802,1.0
121619,125908,1.0
121619,127047,1.0
121619,130501,1.0
121619,130954,1.0
121619,131147,1.0
121620,71185,1.0
121620,90942,1.0
121620,121676,1.0
121620,121978,1.0
121620,122562,1.0
121620,126069,1.0
121620,128912,1.0
121620,129104,1.0
121620,130124,1.0
121620,132966,1.0
121621,121630,1.0
121622,56955,1.0
121622,123334,1.0
121622,123494,1.0
121622,123540,1.0
121622,123777,1.0
121622,123891,1.0
121622,123896,1.0
121622,126096,1.0
121622,129052,1.0
121622,130275,1.0
121622,133016,1.0
121622,133478,1.0
121624,91280,2.0
121624,121520,1.0
121624,123331,1.0
121624,127077,1.0
121624,131728,1.0
121625,121734,1.0
121625,121978,1.0
121625,125779,1.0
121625,126517,2.0
121625,127097,1.0
121625,129586,1.0
121625,129919,1.0
121625,133145,1.0
121650,89949,1.0
121650,91477,1.0
121650,125284,1.0
121650,129139,1.0
121650,129764,1.0
121650,132240,1.0
121650,134222,1.0
121651,65526,1.0
121651,126479,1.0
121651,129913,1.0
121656,67897,1.0
121656,89687,1.0
121656,118631,1.0
121656,123494,1.0
121656,124182,1.0
121656,124727,1.0
121656,126397,1.0
121656,129314,1.0
121656,130275,1.0
121656,132935,1.0
121657,51860,1.0
121657,118545,1.0
121657,124002,1.0
121657,128246,1.0
121657,130441,1.0
121657,133444,1.0
121657,133856,1.0
121662,122073,1.0
121662,122606,1.0
121662,123369,1.0
121662,123388,1.0
121662,126023,2.0
121662,129314,1.0
121662,130441,1.0
121662,130739,1.0
121662,133695,1.0
121662,134199,1.0
121664,119083,1.0
121664,119551,1.0
121664,121978,1.0
121664,122562,1.0
121664,125303,1.0
121664,126050,1.0
121664,133698,1.0
121664,133992,1.0
121664,148910,1.0
121664,150162,1.0
121665,10181,1.0
121665,50716,1.0
121665,52112,1.0
121665,56490,1.0
121665,58806,1.0
121665,61334,2.0
121665,63056,1.0
121665,63531,1.0
121665,65377,1.0
121665,66035,1.0
121665,66356,1.0
121665,66835,1.0
121665,69700,1.0
121665,70282,1.0
121665,88640,1.0
121665,88648,1.0
121665,90218,1.0
121665,90282,1.0
121665,90382,1.0
121665,90499,1.0
121665,90623,1.0
121665,91658,1.0
121665,92149,1.0
121665,92181,1.0
121665,92193,1.0
121665,92819,1.0
121665,92949,1.0
121665,93992,1.0
121665,94010,1.0
121665,118544,1.0
121665,118614,1.0
121665,118646,1.0
121665,119781,1.0
121665,121484,1.0
121665,121520,2.0
121665,121581,1.0
121665,121586,2.0
121665,121658,1.0
121665,121660,1.0
121665,121665,3.0
121665,121800,1.0
121665,121978,1.0
121665,122072,1.0
121665,122073,1.0
121665,122380,1.0
121665,122519,1.0
121665,122596,1.0
121665,122612,2.0
121665,122681,1.0
121665,122688,1.0
121665,122721,1.0
121665,122815,2.0
121665,122887,1.0
121665,123231,1.0
121665,123446,2.0
121665,123499,1.0
121665,123777,1.0
121665,123898,1.0
121665,123995,1.0
121665,124068,1.0
121665,124132,1.0
121665,124133,1.0
121665,124210,1.0
121665,124314,2.0
121665,124456,1.0
121665,124728,1.0
121665,125130,1.0
121665,125293,1.0
121665,125341,2.0
121665,125444,1.0
121665,125594,1.0
121665,125701,1.0
121665,125753,1.0
121665,126050,1.0
121665,126059,1.0
121665,126133,1.0
121665,126144,1.0
121665,126403,1.0
121665,126479,1.0
121665,126480,1.0
121665,126628,1.0
121665,126685,1.0
121665,126688,1.0
121665,126803,1.0
121665,126804,1.0
121665,126975,1.0
121665,127047,1.0
121665,127131,1.0
121665,127546,1.0
121665,128255,1.0
121665,128260,1.0
121665,128264,3.0
121665,128606,1.0
121665,128607,1.0
121665,128794,1.0
121665,129052,1.0
121665,129314,2.0
121665,129346,1.0
121665,129383,1.0
121665,129397,1.0
121665,129471,1.0
121665,129725,1.0
121665,129747,1.0
121665,129912,1.0
121665,129913,1.0
121665,130058,1.0
121665,130151,1.0
121665,130169,2.0
121665,130387,1.0
121665,130441,1.0
121665,130477,1.0
121665,130582,1.0
121665,130643,1.0
121665,130912,2.0
121665,131073,1.0
121665,131136,1.0
121665,131224,1.0
121665,131660,1.0
121665,131668,1.0
121665,131825,1.0
121665,131895,1.0
121665,132222,1.0
121665,132307,1.0
121665,132647,1.0
121665,132691,1.0
121665,133680,1.0
121665,133698,2.0
121665,133706,1.0
121665,133708,1.0
121665,133880,1.0
121665,133883,1.0
121665,133990,1.0
121665,146358,1.0
121665,146395,1.0
121665,147116,1.0
121665,147588,1.0
121665,148123,1.0
121665,148474,1.0
121665,148557,1.0
121666,36329,1.0
121666,51449,1.0
121666,51561,1.0
121666,51600,1.0
121666,52246,1.0
121666,58491,1.0
121666,61660,1.0
121666,61680,1.0
121666,61914,1.0
121666,61917,1.0
121666,62045,1.0
121666,62234,1.0
121666,62306,1.0
121666,62415,1.0
121666,62677,1.0
121666,64199,1.0
121666,64879,1.0
121666,65514,1.0
121666,66124,1.0
121666,66418,1.0
121666,66717,1.0
121666,67127,1.0
121666,67630,1.0
121666,68182,1.0
121666,68482,1.0
121666,68909,1.0
121666,69540,2.0
121666,69673,1.0
121666,70061,1.0
121666,70083,1.0
121666,70532,1.0
121666,70889,1.0
121666,88078,1.0
121666,88246,1.0
121666,88285,1.0
121666,89234,1.0
121666,89388,1.0
121666,90012,1.0
121666,90218,5.0
121666,90447,1.0
121666,90623,2.0
121666,90651,1.0
121666,90713,1.0
121666,91697,2.0
121666,92027,1.0
121666,92193,2.0
121666,92231,1.0
121666,92593,1.0
121666,92899,1.0
121666,92903,1.0
121666,92949,1.0
121666,93230,1.0
121666,93254,1.0
121666,93395,1.0
121666,93698,1.0
121666,93813,1.0
121666,94220,1.0
121666,94265,1.0
121666,94918,1.0
121666,94936,1.0
121666,95090,1.0
121666,118257,1.0
121666,118311,1.0
121666,118589,1.0
121666,118614,1.0
121666,118772,2.0
121666,119203,1.0
121666,119211,2.0
121666,119328,1.0
121666,119526,1.0
121666,119543,1.0
121666,119645,1.0
121666,119655,1.0
121666,119910,1.0
121666,121612,1.0
121666,121614,1.0
121666,121666,2.0
121666,121720,1.0
121666,121926,1.0
121666,121969,1.0
121666,121978,1.0
121666,122072,1.0
121666,122073,1.0
121666,122226,1.0
121666,122596,1.0
121666,122606,1.0
121666,123535,1.0
121666,123777,2.0
121666,123898,1.0
121666,123995,1.0
121666,124003,1.0
121666,124009,1.0
121666,124038,2.0
121666,124068,1.0
121666,124135,1.0
121666,124314,3.0
121666,124724,2.0
121666,124726,1.0
121666,124727,1.0
121666,125098,1.0
121666,125130,1.0
121666,125136,2.0
121666,125266,1.0
121666,125341,1.0
121666,125351,1.0
121666,125504,1.0
121666,125554,1.0
121666,125701,1.0
121666,125802,1.0
121666,126007,1.0
121666,126060,1.0
121666,126090,1.0
121666,126096,2.0
121666,126257,1.0
121666,126380,1.0
121666,126383,1.0
121666,126387,1.0
121666,126395,2.0
121666,126403,1.0
121666,126664,1.0
121666,126696,1.0
121666,127033,1.0
121666,127093,1.0
121666,127097,2.0
121666,127126,1.0
121666,127660,1.0
121666,127696,3.0
121666,127701,1.0
121666,127940,1.0
121666,128020,1.0
121666,128094,1.0
121666,128232,1.0
121666,128264,4.0
121666,128268,1.0
121666,128272,1.0
121666,128344,1.0
121666,128380,2.0
121666,128539,1.0
121666,128604,1.0
121666,128607,1.0
121666,128620,1.0
121666,128631,2.0
121666,128705,1.0
121666,128714,2.0
121666,128716,2.0
121666,128717,1.0
121666,128884,1.0
121666,128890,1.0
121666,129139,3.0
121666,129268,1.0
121666,129314,1.0
121666,129346,6.0
121666,129470,1.0
121666,129471,1.0
121666,129635,1.0
121666,129772,1.0
121666,129880,1.0
121666,129909,1.0
121666,129913,1.0
121666,129979,1.0
121666,130115,1.0
121666,130151,2.0
121666,130169,3.0
121666,130441,3.0
121666,130573,1.0
121666,130743,1.0
121666,131365,1.0
121666,131379,1.0
121666,131397,1.0
121666,131597,1.0
121666,131664,2.0
121666,131825,3.0
121666,132053,1.0
121666,132113,1.0
121666,132205,1.0
121666,132222,1.0
121666,132232,2.0
121666,132392,1.0
121666,132484,1.0
121666,132935,1.0
121666,133462,1.0
121666,133481,2.0
121666,133695,2.0
121666,133706,1.0
121666,133708,3.0
121666,133990,3.0
121666,134404,2.0
121666,134405,3.0
121666,145665,1.0
121666,145859,1.0
121666,146057,1.0
121666,146367,1.0
121666,146369,1.0
121666,146432,1.0
121666,146705,2.0
121666,146707,1.0
121666,147136,1.0
121666,147415,1.0
121666,147584,1.0
121666,147587,3.0
121666,147588,1.0
121666,147591,2.0
121666,147718,1.0
121666,147816,1.0
121666,147877,1.0
121666,147990,1.0
121666,148290,1.0
121666,148435,1.0
121666,148568,2.0
121666,148882,1.0
121666,148910,1.0
121666,149153,1.0
121666,149547,1.0
121666,149557,1.0
121666,149566,1.0
121666,149767,1.0
121666,149808,1.0
121666,150048,1.0
121666,150210,2.0
121666,150232,1.0
121666,150233,1.0
121666,150494,1.0
121666,150604,1.0
121666,150980,1.0
121666,150981,2.0
121666,151098,1.0
121666,151312,2.0
121666,151469,2.0
121666,151989,1.0
121666,152206,1.0
121666,152392,1.0
121666,152455,1.0
121666,152503,1.0
121666,152530,1.0
121666,166496,1.0
121666,271706,1.0
121666,273033,1.0
121667,51472,1.0
121667,65684,1.0
121667,65999,1.0
121667,70687,1.0
121667,88182,1.0
121667,88911,1.0
121667,90218,1.0
121667,93136,1.0
121667,93651,1.0
121667,122605,2.0
121667,123200,1.0
121667,123369,1.0
121667,123494,1.0
121667,124472,1.0
121667,125118,1.0
121667,125594,1.0
121667,125727,1.0
121667,125999,1.0
121667,126261,1.0
121667,126824,1.0
121667,127488,1.0
121667,128620,1.0
121667,128663,1.0
121667,130169,1.0
121667,130946,1.0
121667,130980,1.0
121667,131371,1.0
121667,131651,1.0
121667,145665,1.0
121667,145749,1.0
121667,145953,1.0
121667,145996,1.0
121667,146830,1.0
121667,147351,1.0
121667,148120,1.0
121667,149008,1.0
121667,149128,1.0
121667,150980,1.0
121667,151998,1.0
121667,152400,1.0
121667,152503,1.0
121668,61864,1.0
121668,66035,1.0
121668,67896,1.0
121668,69212,1.0
121668,69802,1.0
121668,90447,1.0
121668,90917,1.0
121668,91650,1.0
121668,92652,1.0
121668,93012,1.0
121668,93750,1.0
121668,95073,1.0
121668,101517,1.0
121668,118430,1.0
121668,118907,1.0
121668,119875,1.0
121668,119908,1.0
121668,121978,1.0
121668,122070,1.0
121668,122073,1.0
121668,122105,1.0
121668,123200,2.0
121668,123369,1.0
121668,123380,1.0
121668,123384,2.0
121668,125341,1.0
121668,125802,1.0
121668,126022,1.0
121668,126050,1.0
121668,126373,2.0
