index,person-id,orig-taz,orig-block,orig-block-lat,orig-block-lon,dest-taz,dest-block,dest-block-lat,dest-block-lon,start-time-code,start-time
1480075,4441053,2886,148976,34.1323422,-84.0005874,1152,134546,33.6488854,-84.481439,29,5:00-PM
1480076,4439414,2886,149224,34.1240251,-84.0040621,4608,119203,34.1140665,-84.229915,10,7:30-AM
1480077,4441605,2886,148976,34.1323422,-84.0005874,5717,158507,34.3259494,-83.8174006,6,5:30-AM
1480078,4441606,2886,151387,34.1169229,-84.0153175,2553,152462,33.9158311,-84.2176782,8,6:30-AM
1480079,4441606,2886,148976,34.1323422,-84.0005874,2553,149476,33.9117332,-84.2096691,28,4:30-PM
1480080,4439780,2886,146524,34.1109797,-84.0262346,2979,149293,33.9601643,-83.9840283,12,8:30-AM
1480081,4439423,2886,148976,34.1323422,-84.0005874,2868,146442,34.0810898,-84.0202649,16,10:30-AM
1480082,4441370,2886,151546,34.1152937,-84.0138481,1362,89039,33.8663187,-84.3031505,7,6:00-AM
1480083,4439293,2886,148323,34.117115,-84.0122538,767,133579,33.7517701,-84.3899079,7,6:00-AM
1480084,4441489,2886,148323,34.117115,-84.0122538,2886,151546,34.1152937,-84.0138481,15,10:00-AM
1480085,4439856,2886,149576,34.1099928,-84.0256383,2517,148789,33.9564352,-84.2423986,10,7:30-AM
1480086,4439857,2886,149576,34.1099928,-84.0256383,311,129972,33.869768,-84.4171346,8,6:30-AM
1480087,4440955,2886,151387,34.1169229,-84.0153175,2867,147650,34.0970215,-84.005919,15,10:00-AM
1480088,4441387,2886,146607,34.119778,-84.0090339,4628,119526,34.0805092,-84.1654769,8,6:30-AM
1480089,4439714,2886,150609,34.1056295,-84.0278814,2691,149858,33.8678856,-84.019789,8,6:30-AM
1480090,4441661,2886,149576,34.1099928,-84.0256383,2799,149008,34.0053794,-84.0651707,6,5:30-AM
1480091,4439425,2886,152651,34.1094458,-84.0283408,2903,148990,34.0986653,-83.9237519,8,6:30-AM
1480092,4439426,2886,151549,34.1270778,-84.0040542,69,129346,34.051686,-84.2897765,8,6:30-AM
1480093,4440315,2886,149576,34.1099928,-84.0256383,5801,158305,34.2712779,-83.8371265,12,8:30-AM
1480094,4439663,2886,152651,34.1094458,-84.0283408,71,128618,34.0668209,-84.2867885,22,1:30-PM
1480095,4439664,2886,149575,34.1088756,-84.0263093,2930,149029,34.0310283,-84.0418934,9,7:00-AM
1480096,4440270,2886,148976,34.1323422,-84.0005874,613,126449,33.7577439,-84.3832245,11,8:00-AM
1480097,4440271,2886,149576,34.1099928,-84.0256383,2573,147557,33.9155518,-84.1652981,10,7:30-AM
1480098,4441338,2886,148144,34.1247978,-84.0073602,2784,146248,33.9686756,-84.0612068,8,6:30-AM
1480099,4440645,2886,152579,34.1145456,-84.0146205,2314,61334,33.9131812,-84.4858077,2,3:30-AM
1480100,4440646,2886,148158,34.1140183,-84.0185653,2888,152737,34.1137625,-84.00051,11,8:00-AM
1480101,4441057,2886,148158,34.1140183,-84.0185653,61,124038,34.052314,-84.3039663,10,7:30-AM
1480102,4441059,2886,152651,34.1094458,-84.0283408,2894,152891,34.1178339,-83.9450956,11,8:00-AM
1480103,4440948,2886,149576,34.1099928,-84.0256383,2747,152096,33.962239,-84.0202198,9,7:00-AM
1480104,4439961,2886,148976,34.1323422,-84.0005874,847,123922,33.7448477,-84.3645137,10,7:30-AM
1480105,4439962,2886,152651,34.1094458,-84.0283408,2952,150489,33.9968743,-83.9100195,10,7:30-AM
1480106,4440483,2886,148153,34.1212155,-84.0184034,2870,150628,34.089818,-84.0327441,20,12:30-PM
1480107,4440485,2886,148153,34.1212155,-84.0184034,97,133700,34.0550675,-84.1534647,13,9:00-AM
1480108,4439595,2886,152794,34.1173679,-84.0107052,1078,128957,33.7094637,-84.4649277,8,6:30-AM
1480109,4440660,2886,146524,34.1109797,-84.0262346,3388,56961,33.6416897,-84.4448517,12,8:30-AM
1480110,4440572,2886,148976,34.1323422,-84.0005874,2808,151882,33.9888123,-84.1141276,9,7:00-AM
1480111,4441610,2886,151544,34.1240434,-84.0023026,4580,118822,34.1299268,-84.1062048,11,8:00-AM
1480112,4441610,2886,151026,34.1201331,-84.0159234,4580,118822,34.1299268,-84.1062048,18,11:30-AM
1480113,4440463,2886,148484,34.1207414,-84.0108596,172,126737,34.0380865,-84.2953537,6,5:30-AM
1480114,4440464,2886,149576,34.1099928,-84.0256383,4562,119300,34.2063581,-84.1377051,8,6:30-AM
1480115,4440552,2886,148158,34.1140183,-84.0185653,2855,151727,34.0401925,-84.0647709,25,3:00-PM
