index,person-id,orig-taz,orig-block,orig-block-lat,orig-block-lon,dest-taz,dest-block,dest-block-lat,dest-block-lon,start-time-code,start-time
1000051,3272756,1310,93633,33.9323902,-84.272431,2345,69148,33.8926401,-84.4822672,1,3:00-AM
1000052,3270111,1310,93633,33.9323902,-84.272431,1310,93185,33.9398713,-84.2713678,22,1:30-PM
1000053,3270112,1310,93633,33.9323902,-84.272431,206,123446,33.9543105,-84.352626,11,8:00-AM
1000054,3271161,1310,90673,33.9318447,-84.2819999,2566,152196,33.8923756,-84.2076982,9,7:00-AM
1000055,3271684,1310,93633,33.9323902,-84.272431,2538,147388,33.9374395,-84.198744,16,10:30-AM
1000056,3273487,1310,93633,33.9323902,-84.272431,1407,94590,33.9202203,-84.2669294,13,9:00-AM
1000057,3273489,1310,93633,33.9323902,-84.272431,2643,151119,33.8281531,-84.0728758,12,8:30-AM
1000058,3273194,1310,93185,33.9398713,-84.2713678,1410,89522,33.8989378,-84.2481794,19,12:00-PM
1000059,3272709,1310,93304,33.9304291,-84.2783934,1398,90880,33.8875697,-84.2727916,16,10:30-AM
1000060,3273638,1310,93185,33.9398713,-84.2713678,246,128264,33.9213785,-84.3496308,7,6:00-AM
1000061,3270257,1310,93633,33.9323902,-84.272431,2157,61608,33.9070051,-84.5688943,8,6:30-AM
1000062,3270258,1310,93185,33.9398713,-84.2713678,1316,88429,33.9334982,-84.3230461,9,7:00-AM
1000063,3270437,1310,93302,33.9274633,-84.281678,1583,95314,33.7982922,-84.3311954,12,8:30-AM
1000064,3270438,1310,93633,33.9323902,-84.272431,1304,90512,33.9478401,-84.3125574,8,6:30-AM
1000065,3269384,1310,93185,33.9398713,-84.2713678,184,134404,33.9925968,-84.2872794,7,6:00-AM
1000066,3273260,1310,93633,33.9323902,-84.272431,281,128123,33.8917497,-84.379947,12,8:30-AM
1000067,3270594,1310,93633,33.9323902,-84.272431,495,123555,33.7841269,-84.3907074,9,7:00-AM
1000068,3270595,1310,93185,33.9398713,-84.2713678,1399,88644,33.9054618,-84.2736109,11,8:00-AM
1000069,3272503,1310,93633,33.9323902,-84.272431,3388,55977,33.6289056,-84.4458591,4,4:30-AM
1000070,3272283,1310,93633,33.9323902,-84.272431,2518,149729,33.9659043,-84.2100576,11,8:00-AM
1000071,3271245,1310,90012,33.9321266,-84.2668043,1361,90150,33.8699504,-84.321584,10,7:30-AM
1000072,3270443,1310,90673,33.9318447,-84.2819999,1317,89093,33.9243064,-84.3333664,10,7:30-AM
1000073,3271427,1310,93633,33.9323902,-84.272431,2319,68189,33.929766,-84.4566074,9,7:00-AM
1000074,3270392,1310,91262,33.9414098,-84.2705744,2561,145749,33.9143219,-84.240594,17,11:00-AM
1000075,3270394,1310,92091,33.9295193,-84.2805028,2518,149111,33.9569479,-84.2288925,16,10:30-AM
1000076,3271946,1310,90673,33.9318447,-84.2819999,728,123777,33.7705525,-84.3862553,16,10:30-AM
1000077,3270677,1310,93633,33.9323902,-84.272431,349,122996,33.8499844,-84.3494472,10,7:30-AM
1000078,3270678,1310,93633,33.9323902,-84.272431,2556,148241,33.9417327,-84.254225,8,6:30-AM
1000079,3270679,1310,93633,33.9323902,-84.272431,2560,150048,33.9157187,-84.2518974,10,7:30-AM
1000080,3270680,1310,93633,33.9323902,-84.272431,1403,89160,33.9129642,-84.274885,8,6:30-AM
1000081,3270681,1310,93633,33.9323902,-84.272431,314,123891,33.8701479,-84.4477604,8,6:30-AM
1000082,3271265,1310,93185,33.9398713,-84.2713678,2555,150765,33.9291429,-84.2374636,13,9:00-AM
1000083,3272743,1310,93633,33.9323902,-84.272431,547,125802,33.7893253,-84.385346,10,7:30-AM
1000084,3272744,1310,93633,33.9323902,-84.272431,1319,92087,33.9434264,-84.335129,9,7:00-AM
1000085,3272711,1310,93633,33.9323902,-84.272431,2176,67630,33.9540975,-84.5450579,8,6:30-AM
1000086,3269882,1310,93633,33.9323902,-84.272431,5833,158682,34.2037611,-83.9534877,11,8:00-AM
1000087,3269883,1310,93633,33.9323902,-84.272431,392,124301,33.8199847,-84.4408177,10,7:30-AM
1000088,3269884,1310,90012,33.9321266,-84.2668043,2553,149476,33.9117332,-84.2096691,12,8:30-AM
1000089,3269884,1310,89580,33.9266106,-84.2777214,2553,147588,33.9102945,-84.2224097,32,6:30-PM
1000090,3270953,1310,93633,33.9323902,-84.272431,1310,93377,33.930871,-84.2776417,18,11:30-AM
1000091,3270713,1310,93633,33.9323902,-84.272431,1355,89604,33.8688786,-84.3397471,23,2:00-PM
1000092,3270714,1310,93633,33.9323902,-84.272431,1315,91277,33.9229707,-84.308766,10,7:30-AM
1000093,3301725,1311,88344,33.9289699,-84.2861633,87,127696,34.0897251,-84.2393547,11,8:00-AM
1000094,3302009,1311,89349,33.9290241,-84.2934364,546,127126,33.7921191,-84.3847125,9,7:00-AM
1000095,3302010,1311,89350,33.9340548,-84.2875069,1340,93307,33.9012436,-84.291685,7,6:00-AM
1000096,3302508,1311,88344,33.9289699,-84.2861633,1411,88004,33.9085395,-84.2568842,10,7:30-AM
1000097,3302513,1311,89349,33.9290241,-84.2934364,513,125620,33.7917586,-84.3909333,11,8:00-AM
1000098,3302643,1311,94773,33.9246875,-84.283931,85,123200,34.0966798,-84.243013,7,6:00-AM
1000099,3302412,1311,89350,33.9340548,-84.2875069,1315,91277,33.9229707,-84.308766,31,6:00-PM
1000100,3302413,1311,94130,33.9321495,-84.2889573,554,129175,33.7743374,-84.3854374,8,6:30-AM
1000101,3303138,1311,93370,33.9324856,-84.2924323,303,130954,33.8478933,-84.3708327,9,7:00-AM
1000102,3303139,1311,91431,33.923167,-84.2925633,302,129052,33.854736,-84.3739135,8,6:30-AM
1000103,3302238,1311,94331,33.9358059,-84.2896351,1133,133800,33.6578163,-84.4180397,7,6:00-AM
1000104,3302196,1311,91431,33.923167,-84.2925633,674,126804,33.7590597,-84.3868344,10,7:30-AM
1000105,3302197,1311,93301,33.9262472,-84.2908237,4585,118959,34.1838159,-84.1425432,7,6:00-AM
1000106,3303037,1311,94773,33.9246875,-84.283931,1323,88431,33.9246497,-84.3440336,22,1:30-PM
1000107,3302065,1311,88272,33.9213287,-84.294714,247,129066,33.9144161,-84.3500673,6,5:30-AM
1000108,3303084,1311,88272,33.9213287,-84.294714,2554,152461,33.9291042,-84.224244,9,7:00-AM
1000109,3303085,1311,88344,33.9289699,-84.2861633,547,125802,33.7893253,-84.385346,8,6:30-AM
1000110,3303087,1311,94773,33.9246875,-84.283931,2324,65848,33.884746,-84.4543007,10,7:30-AM
1000111,3301897,1311,91431,33.923167,-84.2925633,2731,147921,33.9486313,-83.995764,9,7:00-AM
1000112,3301206,1311,88272,33.9213287,-84.294714,478,133168,33.7774509,-84.4095555,14,9:30-AM
1000113,3302097,1311,88344,33.9289699,-84.2861633,1320,94127,33.9411823,-84.3394605,10,7:30-AM
1000114,3302098,1311,93301,33.9262472,-84.2908237,1133,123541,33.6544583,-84.4368607,6,5:30-AM
1000115,3300787,1311,94130,33.9321495,-84.2889573,680,123898,33.7532678,-84.3901107,8,6:30-AM
1000116,3300787,1311,93370,33.9324856,-84.2924323,680,126606,33.7538024,-84.3896345,30,5:30-PM
1000117,3302675,1311,88272,33.9213287,-84.294714,2200,69214,33.9877733,-84.5660008,9,7:00-AM
1000118,3300840,1311,93373,33.9249587,-84.2945737,1314,93106,33.9219953,-84.3044962,10,7:30-AM
1000119,3301694,1311,91431,33.923167,-84.2925633,2581,152899,33.9194458,-84.1593071,7,6:00-AM
1000120,3301695,1311,94773,33.9246875,-84.283931,921,130036,33.6753425,-84.4171349,9,7:00-AM
1000121,3302080,1311,90085,33.9324067,-84.2880731,261,133149,33.9066199,-84.3694572,6,5:30-AM
1000122,3301381,1311,91431,33.923167,-84.2925633,524,122219,33.8125042,-84.3657427,18,11:30-AM
1000123,3301382,1311,88698,33.9250171,-84.2895006,302,125779,33.8527156,-84.3746,11,8:00-AM
1000124,3300603,1311,93375,33.9291483,-84.2892145,130,125341,34.0455763,-84.3318362,14,9:30-AM
1000125,3301108,1311,88272,33.9213287,-84.294714,297,121978,33.8506845,-84.365951,14,9:30-AM
1000126,3300849,1311,89348,33.9336154,-84.2912822,1325,90218,33.9135984,-84.341791,12,8:30-AM
1000127,3302124,1311,91431,33.923167,-84.2925633,1133,134474,33.6567865,-84.4202517,8,6:30-AM
1000128,3302791,1311,89349,33.9290241,-84.2934364,376,133551,33.7933861,-84.404612,17,11:00-AM
1000129,3302792,1311,94773,33.9246875,-84.283931,287,132935,33.910707,-84.3562756,10,7:30-AM
1000130,3302594,1311,88698,33.9250171,-84.2895006,97,125293,34.0438593,-84.1484169,9,7:00-AM
1000131,3301477,1311,93301,33.9262472,-84.2908237,1583,90623,33.7943384,-84.326462,9,7:00-AM
1000132,3300604,1311,88272,33.9213287,-84.294714,1340,93307,33.9012436,-84.291685,10,7:30-AM
1000133,3301293,1311,89350,33.9340548,-84.2875069,548,125801,33.7838356,-84.3839693,9,7:00-AM
1000134,3301294,1311,88344,33.9289699,-84.2861633,1313,94486,33.9267003,-84.3064065,8,6:30-AM
1000135,3302013,1311,88344,33.9289699,-84.2861633,250,133241,33.9215273,-84.3617715,8,6:30-AM
1000136,3302014,1311,88344,33.9289699,-84.2861633,355,128914,33.8219745,-84.3662939,17,11:00-AM
1000137,3301844,1311,88272,33.9213287,-84.294714,2171,68462,33.9500147,-84.5485237,9,7:00-AM
1000138,3301847,1311,91431,33.923167,-84.2925633,290,126921,33.8989764,-84.3507773,8,6:30-AM
1000139,3302709,1311,93040,33.9255474,-84.2930263,1021,121645,33.7228448,-84.4939466,9,7:00-AM
1000140,3302171,1311,94773,33.9246875,-84.283931,1317,91280,33.9281983,-84.3318443,9,7:00-AM
1000141,3302518,1311,88272,33.9213287,-84.294714,1345,88696,33.8957745,-84.3005684,9,7:00-AM
1000142,3302519,1311,88272,33.9213287,-84.294714,705,126261,33.7615865,-84.3850969,8,6:30-AM
1000143,3303136,1311,88272,33.9213287,-84.294714,347,126517,33.8490291,-84.3558572,10,7:30-AM
1000144,3303137,1311,88344,33.9289699,-84.2861633,692,127037,33.7564494,-84.3914727,21,1:00-PM
1000145,3302207,1311,89348,33.9336154,-84.2912822,340,124099,33.8459811,-84.3887295,12,8:30-AM
1000146,3300672,1311,94130,33.9321495,-84.2889573,1525,89226,33.7933114,-84.2387922,9,7:00-AM
1000147,3300673,1311,94773,33.9246875,-84.283931,1380,91697,33.8484649,-84.3111711,16,10:30-AM
1000148,3301078,1311,89349,33.9290241,-84.2934364,303,130954,33.8478933,-84.3708327,9,7:00-AM
1000149,3302434,1311,88272,33.9213287,-84.294714,553,126132,33.7790572,-84.384978,13,9:00-AM
1000150,3302434,1311,87935,33.9286274,-84.2912776,553,127407,33.7779927,-84.3850885,24,2:30-PM
1000151,3302435,1311,93040,33.9255474,-84.2930263,511,124210,33.7915375,-84.3969401,10,7:30-AM
1000152,3301025,1311,89347,33.9346796,-84.2924905,1340,93307,33.9012436,-84.291685,12,8:30-AM
1000153,3302563,1311,88272,33.9213287,-84.294714,85,123200,34.0966798,-84.243013,12,8:30-AM
1000154,3302563,1311,88697,33.9314649,-84.290108,85,123200,34.0966798,-84.243013,31,6:00-PM
1000155,3302776,1311,88697,33.9314649,-84.290108,1342,89031,33.9107996,-84.3045316,9,7:00-AM
1000156,3302776,1311,88344,33.9289699,-84.2861633,1342,89031,33.9107996,-84.3045316,20,12:30-PM
1000157,3302777,1311,93372,33.9239542,-84.2865885,1304,93229,33.9510379,-84.3159534,12,8:30-AM
1000158,3300786,1311,91431,33.923167,-84.2925633,1474,88285,33.8601893,-84.1821924,8,6:30-AM
1000159,3301532,1311,91431,33.923167,-84.2925633,1303,88078,33.9328244,-84.3130735,17,11:00-AM
1000160,3301887,1311,94847,33.9319521,-84.2940978,577,125173,33.778476,-84.3508401,10,7:30-AM
