index,person-id,orig-taz,orig-block,orig-block-lat,orig-block-lon,dest-taz,dest-block,dest-block-lat,dest-block-lon,start-time-code,start-time
3140158,2313183,3642,113882,33.4245137,-84.6134619,749,129104,33.7524297,-84.3910113,12,8:30-AM
3140159,2312871,3642,114469,33.4063029,-84.6057568,3642,113882,33.4245137,-84.6134619,17,11:00-AM
3140160,2314651,3642,113882,33.4245137,-84.6134619,3691,113768,33.4161891,-84.5640259,9,7:00-AM
3140161,2314652,3642,114394,33.4032873,-84.6015651,3643,113347,33.4006386,-84.5917345,12,8:30-AM
3140162,2314652,3642,113882,33.4245137,-84.6134619,3643,114225,33.4014654,-84.5959464,36,8:30-PM
3140163,2315121,3642,114546,33.4044559,-84.6085039,2273,66443,33.9923874,-84.5098818,7,6:00-AM
3140164,2313806,3642,113882,33.4245137,-84.6134619,3661,113567,33.3746564,-84.5766774,14,9:30-AM
3140165,2313807,3642,114546,33.4044559,-84.6085039,2352,69540,33.8681793,-84.4803264,9,7:00-AM
3140166,2314786,3642,113882,33.4245137,-84.6134619,3593,59037,33.5025468,-84.3815536,23,2:00-PM
3140167,2312706,3642,114469,33.4063029,-84.6057568,3642,114546,33.4044559,-84.6085039,12,8:30-AM
3140168,2313339,3642,114546,33.4044559,-84.6085039,3696,113381,33.4453017,-84.5727824,12,8:30-AM
3140169,2313597,3642,114417,33.3995488,-84.60321,3640,114184,33.4589845,-84.6002542,8,6:30-AM
3140170,2314100,3642,113882,33.4245137,-84.6134619,3642,114546,33.4044559,-84.6085039,7,6:00-AM
3140171,2313868,3642,114417,33.3995488,-84.60321,2345,67179,33.8886167,-84.4822845,8,6:30-AM
3140172,2314159,3642,114417,33.3995488,-84.60321,3642,114379,33.3996343,-84.6069557,8,6:30-AM
3140173,2313869,3642,114546,33.4044559,-84.6085039,3659,114226,33.3892729,-84.5988003,11,8:00-AM
3140174,2312875,3642,114770,33.4078614,-84.6057493,2374,69532,33.8210738,-84.4916181,14,9:30-AM
3140175,2313674,3642,114546,33.4044559,-84.6085039,3642,114417,33.3995488,-84.60321,6,5:30-AM
3140176,2312635,3642,114417,33.3995488,-84.60321,3413,59115,33.5717723,-84.4528218,7,6:00-AM
3140177,2314601,3642,113882,33.4245137,-84.6134619,3659,113460,33.364241,-84.5832942,11,8:00-AM
3140178,2314603,3642,114546,33.4044559,-84.6085039,2765,146057,33.9496027,-84.1303001,11,8:00-AM
3140179,2314605,3642,113882,33.4245137,-84.6134619,3500,58564,33.6356395,-84.3391671,7,6:00-AM
3140180,2315392,3642,113882,33.4245137,-84.6134619,3654,113885,33.392326,-84.5825865,2,3:30-AM
3140181,2315393,3642,114379,33.3996343,-84.6069557,3642,113882,33.4245137,-84.6134619,9,7:00-AM
3140182,2314692,3642,114770,33.4078614,-84.6057493,2505,66292,33.80972,-84.5181419,11,8:00-AM
3140183,2313760,3642,114417,33.3995488,-84.60321,2169,61660,33.9408456,-84.5424392,4,4:30-AM
3140184,2313762,3642,114546,33.4044559,-84.6085039,3687,113803,33.4215407,-84.5442755,30,5:30-PM
3140185,2313706,3642,113882,33.4245137,-84.6134619,4270,81669,33.3873783,-84.758679,10,7:30-AM
3140186,2313707,3642,114379,33.3996343,-84.6069557,4419,81121,33.3146254,-84.5527044,10,7:30-AM
3140187,2313553,3642,114546,33.4044559,-84.6085039,3447,57789,33.5814464,-84.3941821,13,9:00-AM
3140188,2315526,3642,114770,33.4078614,-84.6057493,3696,113952,33.4418227,-84.5722034,12,8:30-AM
3140189,2314172,3642,113882,33.4245137,-84.6134619,4241,80064,33.3942825,-84.736882,8,6:30-AM
3140190,2314173,3642,114417,33.3995488,-84.60321,3642,113882,33.4245137,-84.6134619,11,8:00-AM
3140191,2315711,3642,113882,33.4245137,-84.6134619,1195,134644,33.5312526,-84.5864743,8,6:30-AM
3140192,2313413,3642,113882,33.4245137,-84.6134619,3657,113673,33.3871301,-84.5817883,7,6:00-AM
3140193,2314412,3642,114417,33.3995488,-84.60321,1781,92915,33.760557,-84.206348,12,8:30-AM
3140194,2315773,3642,114417,33.3995488,-84.60321,3642,114546,33.4044559,-84.6085039,23,2:00-PM
3140195,2314978,3642,114417,33.3995488,-84.60321,3171,167057,33.5593339,-84.2160449,6,5:30-AM
3140196,2313099,3642,114417,33.3995488,-84.60321,3703,114057,33.4884233,-84.5805167,25,3:00-PM
3140197,2313050,3642,114770,33.4078614,-84.6057493,3642,114546,33.4044559,-84.6085039,9,7:00-AM
3140198,2314224,3642,113882,33.4245137,-84.6134619,895,123875,33.6598238,-84.357503,9,7:00-AM
3140199,2315839,3642,114469,33.4063029,-84.6057568,2424,71157,33.8623258,-84.6046206,11,8:00-AM
3140200,2314358,3642,113691,33.4037353,-84.6106772,1246,130816,33.6666355,-84.6130437,10,7:30-AM
3140201,2315131,3642,113882,33.4245137,-84.6134619,3655,114214,33.3943143,-84.5881743,11,8:00-AM
3140202,2315471,3642,113882,33.4245137,-84.6134619,1039,122993,33.7512094,-84.5406639,9,7:00-AM
3140203,2312887,3642,113882,33.4245137,-84.6134619,3673,113919,33.333743,-84.5120352,15,10:00-AM
3140204,2313085,3642,113882,33.4245137,-84.6134619,3654,113931,33.3955449,-84.5812991,18,11:30-AM
3140205,2315811,3642,114417,33.3995488,-84.60321,3691,114663,33.4135489,-84.5651405,14,9:30-AM
3140206,2315812,3642,114315,33.4082607,-84.6125024,3696,113381,33.4453017,-84.5727824,12,8:30-AM
3140207,2314954,3642,114417,33.3995488,-84.60321,4271,80004,33.416936,-84.7459429,6,5:30-AM
3140208,2313712,3642,113691,33.4037353,-84.6106772,3696,113939,33.4409909,-84.5837868,12,8:30-AM
3140209,2314478,3642,114469,33.4063029,-84.6057568,1211,134622,33.5551782,-84.5844712,13,9:00-AM
3140210,2314479,3642,114546,33.4044559,-84.6085039,4224,79616,33.4561208,-84.6498842,13,9:00-AM
3140211,2315832,3642,114546,33.4044559,-84.6085039,5081,35040,33.5924549,-85.0779464,7,6:00-AM
3140212,2315271,3642,114417,33.3995488,-84.60321,1188,125943,33.5600803,-84.5389003,17,11:00-AM
3140213,2312679,3642,114546,33.4044559,-84.6085039,1208,123143,33.5650532,-84.5757698,10,7:30-AM
3140214,2313363,3642,113882,33.4245137,-84.6134619,3670,114377,33.3389442,-84.5375139,9,7:00-AM
3140215,2315051,3642,114315,33.4082607,-84.6125024,3642,113789,33.3980579,-84.6087837,9,7:00-AM
3140216,2315054,3642,114075,33.4031095,-84.6039285,2486,63082,33.772357,-84.5507197,7,6:00-AM
3140217,2315314,3642,113882,33.4245137,-84.6134619,1171,132013,33.5973707,-84.5131707,8,6:30-AM
3140218,2313967,3642,114417,33.3995488,-84.60321,3684,113825,33.4327655,-84.5034902,11,8:00-AM
3140219,2312855,3642,113882,33.4245137,-84.6134619,3288,168821,33.3876261,-84.1502312,11,8:00-AM
3140220,2312856,3642,113882,33.4245137,-84.6134619,1576,92027,33.8038478,-84.3152385,13,9:00-AM
3140221,2314644,3642,114075,33.4031095,-84.6039285,3647,113612,33.4343381,-84.5940386,11,8:00-AM
3140222,2315258,3642,113691,33.4037353,-84.6106772,4218,81789,33.5090531,-84.6534602,19,12:00-PM
3140223,2314439,3642,114394,33.4032873,-84.6015651,3645,113765,33.4150893,-84.5943548,9,7:00-AM
3140224,2314440,3642,114546,33.4044559,-84.6085039,1246,133110,33.68185,-84.600897,8,6:30-AM
3140225,2313775,3642,114394,33.4032873,-84.6015651,3655,114010,33.3966139,-84.5931008,13,9:00-AM
3140226,2313778,3642,113882,33.4245137,-84.6134619,3643,113556,33.399861,-84.5939687,7,6:00-AM
3140227,2314282,3642,114394,33.4032873,-84.6015651,337,126644,33.8356999,-84.383676,7,6:00-AM
3140228,2312575,3642,114417,33.3995488,-84.60321,1016,133279,33.7394685,-84.494711,14,9:30-AM
3140229,2315504,3642,113882,33.4245137,-84.6134619,3397,56626,33.6199595,-84.4023445,6,5:30-AM
3140230,2312797,3642,114546,33.4044559,-84.6085039,3658,113951,33.3857336,-84.582986,8,6:30-AM
3140231,2312799,3642,113882,33.4245137,-84.6134619,3696,114079,33.4399057,-84.5779757,13,9:00-AM
3140232,2314269,3642,113882,33.4245137,-84.6134619,1116,125477,33.6879182,-84.4236261,6,5:30-AM
3140233,2315667,3642,114417,33.3995488,-84.60321,3655,114222,33.396846,-84.5923542,5,5:00-AM
3140234,2315583,3642,113882,33.4245137,-84.6134619,2557,148123,33.9305298,-84.2600381,5,5:00-AM
3140235,2314906,3642,113882,33.4245137,-84.6134619,1501,91310,33.8228473,-84.1745416,6,5:30-AM
3140236,2314119,3642,114075,33.4031095,-84.6039285,3642,114546,33.4044559,-84.6085039,12,8:30-AM
