index,person-id,orig-taz,orig-block,orig-block-lat,orig-block-lon,dest-taz,dest-block,dest-block-lat,dest-block-lon,start-time-code,start-time
1300066,2678100,2402,64000,33.8904155,-84.5416373,385,129923,33.7946413,-84.4233071,10,7:30-AM
1300067,2679188,2402,64000,33.8904155,-84.5416373,2274,65358,33.9786466,-84.5248834,7,6:00-AM
1300068,2679190,2402,62111,33.8935191,-84.5418364,2175,62506,33.9517217,-84.5456897,3,4:00-AM
1300069,2678255,2402,69364,33.8932163,-84.543447,2344,63552,33.8947863,-84.4868172,11,8:00-AM
1300070,2679027,2402,63911,33.8902434,-84.5457696,2418,67090,33.8905846,-84.5996203,9,7:00-AM
1300071,2678433,2402,64000,33.8904155,-84.5416373,2321,67142,33.9229864,-84.4430088,13,9:00-AM
1300072,2678433,2402,64000,33.8904155,-84.5416373,2321,70541,33.9099415,-84.4538393,28,4:30-PM
1300073,2679979,2402,69364,33.8932163,-84.543447,2444,65192,33.8542246,-84.5833286,15,10:00-AM
1300074,2678811,2402,62111,33.8935191,-84.5418364,2176,67630,33.9540975,-84.5450579,9,7:00-AM
1300075,2678589,2402,69350,33.8944324,-84.540712,2336,69830,33.9026803,-84.4630107,12,8:30-AM
1300076,2678590,2402,62111,33.8935191,-84.5418364,552,132560,33.7801471,-84.3833808,11,8:00-AM
1300077,2679939,2402,69350,33.8944324,-84.540712,1476,95192,33.8462171,-84.2112547,9,7:00-AM
1300078,2679940,2402,69350,33.8944324,-84.540712,2363,69854,33.8608246,-84.4796509,10,7:30-AM
1300079,2679941,2402,65375,33.8936242,-84.5406057,2338,62415,33.9056965,-84.4802302,13,9:00-AM
1300080,2679439,2402,65375,33.8936242,-84.5406057,1162,123948,33.6575215,-84.4980444,14,9:30-AM
1300081,2679311,2402,69350,33.8944324,-84.540712,2377,64244,33.8377899,-84.5178199,9,7:00-AM
1300082,2679312,2402,64000,33.8904155,-84.5416373,2167,69661,33.9373881,-84.5168833,10,7:30-AM
