index,person-id,orig-taz,orig-block,orig-block-lat,orig-block-lon,dest-taz,dest-block,dest-block-lat,dest-block-lon,start-time-code,start-time
2440123,2957061,1714,95309,33.7295008,-84.2969205,1933,91244,33.6878948,-84.3125055,8,6:30-AM
2440124,2957149,1714,91747,33.7279745,-84.2993223,847,122835,33.7457334,-84.3644989,11,8:00-AM
2440125,2957150,1714,91738,33.7225008,-84.2997427,1582,92193,33.7995988,-84.3298714,12,8:30-AM
2440126,2956959,1714,91738,33.7225008,-84.2997427,3388,56956,33.6352075,-84.4524558,11,8:00-AM
2440127,2957780,1714,88672,33.7287284,-84.3040689,1689,94510,33.730579,-84.3441634,12,8:30-AM
2440128,2956739,1714,93162,33.7312801,-84.3021446,2550,147587,33.9394273,-84.2241166,14,9:30-AM
2440129,2957425,1714,88823,33.7250422,-84.2977259,1447,91515,33.8162544,-84.2594597,12,8:30-AM
2440130,2956900,1714,93775,33.7295068,-84.2982487,287,132691,33.9087973,-84.3538076,8,6:30-AM
2440131,2956320,1714,92730,33.7303983,-84.2837892,1713,93774,33.7333551,-84.2972911,10,7:30-AM
2440132,2956320,1714,91738,33.7225008,-84.2997427,1713,90647,33.7386648,-84.3037149,29,5:00-PM
2440133,2956508,1714,88823,33.7250422,-84.2977259,1745,94194,33.7624129,-84.2631339,4,4:30-AM
2440134,2956282,1714,88261,33.7298627,-84.2907941,3388,58726,33.6394645,-84.4534039,18,11:30-AM
2440135,2957163,1714,88823,33.7250422,-84.2977259,1140,131339,33.6688932,-84.4362662,12,8:30-AM
2440136,2957164,1714,88672,33.7287284,-84.3040689,759,133028,33.7484241,-84.3941577,10,7:30-AM
2440137,2956221,1714,88261,33.7298627,-84.2907941,509,130628,33.7880538,-84.3981793,7,6:00-AM
2440138,2957431,1714,88672,33.7287284,-84.3040689,303,130954,33.8478933,-84.3708327,18,11:30-AM
2440139,2956550,1714,88823,33.7250422,-84.2977259,858,122380,33.7102925,-84.3677886,17,11:00-AM
2440140,2956784,1714,93154,33.7315158,-84.2975751,727,127032,33.7677516,-84.3875708,14,9:30-AM
2440141,2956723,1714,92068,33.7272019,-84.3065511,1418,88163,33.8924791,-84.2380594,13,9:00-AM
2440142,2956381,1714,92068,33.7272019,-84.3065511,3496,55991,33.619849,-84.313725,9,7:00-AM
2440143,2956933,1714,88672,33.7287284,-84.3040689,585,121900,33.7686629,-84.3602447,10,7:30-AM
2440144,2956860,1714,88672,33.7287284,-84.3040689,1960,61432,34.0530517,-84.5812772,4,4:30-AM
2440145,2956171,1714,92068,33.7272019,-84.3065511,1604,93335,33.771455,-84.2978566,10,7:30-AM
2440146,2957687,1714,91375,33.7305327,-84.2978217,547,125802,33.7893253,-84.385346,8,6:30-AM
2440147,2956362,1714,88672,33.7287284,-84.3040689,450,125198,33.7658057,-84.4386389,19,12:00-PM
2440148,2957250,1714,91747,33.7279745,-84.2993223,470,123745,33.7713209,-84.4099507,8,6:30-AM
2440149,2957233,1714,91376,33.7278919,-84.2952829,449,124389,33.7624932,-84.4402114,14,9:30-AM
2440150,2956734,1714,91375,33.7305327,-84.2978217,745,129064,33.7572272,-84.396263,14,9:30-AM
2440151,2957159,1714,91738,33.7225008,-84.2997427,1800,94302,33.7185385,-84.1802002,6,5:30-AM
2440152,2957160,1714,92068,33.7272019,-84.3065511,2352,69540,33.8681793,-84.4803264,13,9:00-AM
2440153,2956975,1714,93936,33.7313715,-84.3006576,695,133345,33.7581004,-84.3942983,10,7:30-AM
2440154,2957417,1714,88672,33.7287284,-84.3040689,297,121978,33.8506845,-84.365951,6,5:30-AM
2440155,2956269,1714,88672,33.7287284,-84.3040689,1730,92734,33.7346855,-84.2737134,8,6:30-AM
2440156,2956270,1714,91738,33.7225008,-84.2997427,1039,122993,33.7512094,-84.5406639,20,12:30-PM
2440157,2956691,1714,88823,33.7250422,-84.2977259,1605,92316,33.7751365,-84.2969963,9,7:00-AM
2440158,2956691,1714,91738,33.7225008,-84.2997427,1605,93098,33.775086,-84.297971,25,3:00-PM
2440159,2957549,1714,92291,33.7300812,-84.3017614,1131,133799,33.6595376,-84.4184155,11,8:00-AM
2440160,2956489,1714,88823,33.7250422,-84.2977259,1582,92193,33.7995988,-84.3298714,9,7:00-AM
2440161,2956491,1714,91738,33.7225008,-84.2997427,1001,127815,33.7162311,-84.460092,14,9:30-AM
2440162,2956265,1714,93149,33.7290774,-84.3066985,3458,58482,33.6097847,-84.3961779,8,6:30-AM
2440163,2956266,1714,91738,33.7225008,-84.2997427,1862,90895,33.6721948,-84.1715502,12,8:30-AM
2440164,2956162,1714,88261,33.7298627,-84.2907941,486,129426,33.7775388,-84.3928569,11,8:00-AM
2440165,2956759,1714,88823,33.7250422,-84.2977259,1768,94518,33.7337866,-84.2370112,11,8:00-AM
